okay it better now but why it change from LIMIT_ACTIVE to PASS_THROUGH and imedely change to OVERSHOOT and go again to LIMIT_ACTIVE and analiytic the logs
[2026-01-15 13:35:58.042] Speed=50.0 km/h, RPM=1700, APS_in=(0.906V,1.760V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:58.152] Speed=50.0 km/h, RPM=1700, APS_in=(0.920V,1.773V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:58.253] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.779V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:58.370] Speed=50.0 km/h, RPM=1700, APS_in=(0.926V,1.779V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:58.370] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.779V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:58.482] Speed=50.0 km/h, RPM=1700, APS_in=(0.923V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:58.582] Speed=50.0 km/h, RPM=1700, APS_in=(0.923V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:58.699] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:58.816] Speed=50.0 km/h, RPM=1700, APS_in=(0.928V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:58.914] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.774V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:59.033] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.776V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:59.131] Speed=50.0 km/h, RPM=1700, APS_in=(0.922V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:59.240] Speed=50.0 km/h, RPM=1700, APS_in=(0.928V,1.780V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:59.351] Speed=50.0 km/h, RPM=1700, APS_in=(0.929V,1.779V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:59.462] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.779V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:59.573] Speed=50.0 km/h, RPM=1700, APS_in=(0.922V,1.770V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:59.573] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:59.682] Speed=50.0 km/h, RPM=1700, APS_in=(0.933V,1.788V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:59.794] Speed=50.0 km/h, RPM=1700, APS_in=(0.922V,1.774V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:59.898] Speed=50.0 km/h, RPM=1700, APS_in=(0.908V,1.766V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.017] Speed=50.0 km/h, RPM=1700, APS_in=(0.907V,1.764V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.115] Speed=50.0 km/h, RPM=1700, APS_in=(0.906V,1.757V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.232] Speed=50.0 km/h, RPM=1700, APS_in=(0.908V,1.764V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.331] Speed=50.0 km/h, RPM=1700, APS_in=(0.920V,1.766V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.442] Speed=50.0 km/h, RPM=1700, APS_in=(0.926V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.565] Speed=50.0 km/h, RPM=1700, APS_in=(0.942V,1.795V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.664] Speed=50.0 km/h, RPM=1687, APS_in=(0.939V,1.786V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.774] Speed=50.0 km/h, RPM=1687, APS_in=(0.945V,1.796V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.774] Speed=50.0 km/h, RPM=1700, APS_in=(0.947V,1.798V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.882] Speed=50.0 km/h, RPM=1700, APS_in=(0.948V,1.799V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:00.994] Speed=50.0 km/h, RPM=1700, APS_in=(0.949V,1.804V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:01.099] Speed=50.0 km/h, RPM=1700, APS_in=(0.938V,1.792V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:01.216] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.779V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:01.316] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:01.437] Speed=50.0 km/h, RPM=1700, APS_in=(0.920V,1.773V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:01.540] Speed=50.0 km/h, RPM=1700, APS_in=(0.916V,1.774V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:01.649] Speed=50.0 km/h, RPM=1700, APS_in=(0.923V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:01.754] Speed=50.0 km/h, RPM=1700, APS_in=(0.916V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:01.864] Speed=50.0 km/h, RPM=1687, APS_in=(0.919V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:01.973] Speed=50.0 km/h, RPM=1687, APS_in=(0.925V,1.783V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:01.973] Speed=50.0 km/h, RPM=1687, APS_in=(0.925V,1.779V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:02.084] Speed=50.0 km/h, RPM=1687, APS_in=(0.919V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:02.196] Speed=50.0 km/h, RPM=1687, APS_in=(0.919V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:02.302] Speed=50.0 km/h, RPM=1687, APS_in=(0.919V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:02.413] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.780V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:02.523] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.780V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:02.632] Speed=50.0 km/h, RPM=1700, APS_in=(0.936V,1.792V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:02.744] Speed=50.0 km/h, RPM=1700, APS_in=(0.930V,1.793V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:02.849] Speed=50.0 km/h, RPM=1700, APS_in=(0.932V,1.792V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:02.961] Speed=50.0 km/h, RPM=1700, APS_in=(0.942V,1.799V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:03.083] Speed=50.0 km/h, RPM=1700, APS_in=(0.938V,1.795V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:03.083] Speed=50.0 km/h, RPM=1700, APS_in=(0.936V,1.796V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:03.201] Speed=50.0 km/h, RPM=1700, APS_in=(0.942V,1.799V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:03.308] Speed=50.0 km/h, RPM=1700, APS_in=(0.929V,1.789V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:03.417] Speed=50.0 km/h, RPM=1700, APS_in=(0.936V,1.793V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:03.531] Speed=50.0 km/h, RPM=1700, APS_in=(0.942V,1.801V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:03.632] Speed=50.0 km/h, RPM=1700, APS_in=(0.932V,1.793V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:03.749] Speed=50.0 km/h, RPM=1700, APS_in=(0.929V,1.789V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:03.849] Speed=50.0 km/h, RPM=1700, APS_in=(0.933V,1.791V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:03.965] Speed=50.0 km/h, RPM=1700, APS_in=(0.928V,1.785V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:04.080] Speed=50.0 km/h, RPM=1700, APS_in=(0.939V,1.798V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:04.080] Speed=50.0 km/h, RPM=1700, APS_in=(0.935V,1.795V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:04.183] Speed=50.0 km/h, RPM=1700, APS_in=(0.925V,1.783V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:04.298] Speed=50.0 km/h, RPM=1700, APS_in=(0.916V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:04.399] Speed=50.0 km/h, RPM=1687, APS_in=(0.914V,1.777V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:04.515] Speed=50.0 km/h, RPM=1687, APS_in=(0.925V,1.779V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:04.613] Speed=50.0 km/h, RPM=1687, APS_in=(0.925V,1.780V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:04.724] Speed=50.0 km/h, RPM=1687, APS_in=(0.932V,1.792V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:04.833] Speed=50.0 km/h, RPM=1687, APS_in=(0.949V,1.813V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:04.946] Speed=50.0 km/h, RPM=1687, APS_in=(0.954V,1.813V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:05.056] Speed=50.0 km/h, RPM=1687, APS_in=(0.957V,1.815V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:05.165] Speed=50.0 km/h, RPM=1687, APS_in=(0.964V,1.821V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:05.276] Speed=50.0 km/h, RPM=1687, APS_in=(0.958V,1.815V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:05.276] Speed=50.0 km/h, RPM=1687, APS_in=(0.957V,1.815V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:05.382] Speed=50.0 km/h, RPM=1687, APS_in=(0.958V,1.815V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:05.496] Speed=50.0 km/h, RPM=1700, APS_in=(0.966V,1.843V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:05.599] Speed=50.0 km/h, RPM=1700, APS_in=(0.942V,1.815V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:05.715] Speed=50.0 km/h, RPM=1700, APS_in=(0.958V,1.835V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:05.823] Speed=50.0 km/h, RPM=1700, APS_in=(0.944V,1.824V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:05.932] Speed=50.0 km/h, RPM=1700, APS_in=(0.944V,1.824V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:06.044] Speed=50.0 km/h, RPM=1700, APS_in=(0.955V,1.839V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:06.151] Speed=50.0 km/h, RPM=1700, APS_in=(0.957V,1.842V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:06.260] Speed=50.0 km/h, RPM=1700, APS_in=(0.954V,1.840V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:06.365] Speed=50.0 km/h, RPM=1700, APS_in=(0.955V,1.837V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:06.482] Speed=50.0 km/h, RPM=1687, APS_in=(0.948V,1.835V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:06.482] Speed=50.0 km/h, RPM=1687, APS_in=(0.944V,1.821V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:06.584] Speed=50.0 km/h, RPM=1687, APS_in=(0.949V,1.832V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:06.699] Speed=50.0 km/h, RPM=1687, APS_in=(0.955V,1.835V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:06.810] Speed=50.0 km/h, RPM=1687, APS_in=(0.949V,1.829V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:06.915] Speed=50.0 km/h, RPM=1687, APS_in=(0.971V,1.855V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:07.033] Speed=50.0 km/h, RPM=1687, APS_in=(0.977V,1.871V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:07.132] Speed=50.0 km/h, RPM=1687, APS_in=(0.979V,1.867V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:07.249] Speed=50.0 km/h, RPM=1687, APS_in=(0.985V,1.877V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:07.349] Speed=50.0 km/h, RPM=1687, APS_in=(0.982V,1.873V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:07.466] Speed=50.0 km/h, RPM=1687, APS_in=(0.974V,1.862V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:07.565] Speed=50.0 km/h, RPM=1687, APS_in=(0.979V,1.870V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:07.682] Speed=50.0 km/h, RPM=1687, APS_in=(0.971V,1.868V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:07.682] Speed=50.0 km/h, RPM=1687, APS_in=(0.982V,1.870V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:07.799] Speed=50.0 km/h, RPM=1687, APS_in=(0.985V,1.868V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:07.899] Speed=50.0 km/h, RPM=1687, APS_in=(0.976V,1.862V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.017] Speed=50.0 km/h, RPM=1687, APS_in=(0.971V,1.856V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.115] Speed=50.0 km/h, RPM=1687, APS_in=(0.979V,1.867V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.223] Speed=50.0 km/h, RPM=1687, APS_in=(0.977V,1.861V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.332] Speed=50.0 km/h, RPM=1687, APS_in=(0.977V,1.862V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.443] Speed=50.0 km/h, RPM=1687, APS_in=(0.974V,1.861V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.553] Speed=50.0 km/h, RPM=1687, APS_in=(0.964V,1.855V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.666] Speed=50.0 km/h, RPM=1687, APS_in=(0.949V,1.836V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.772] Speed=50.0 km/h, RPM=1687, APS_in=(0.963V,1.849V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.772] Speed=50.0 km/h, RPM=1687, APS_in=(0.963V,1.851V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.880] Speed=50.0 km/h, RPM=1687, APS_in=(0.957V,1.840V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:08.990] Speed=50.0 km/h, RPM=1687, APS_in=(0.964V,1.851V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:09.100] Speed=50.0 km/h, RPM=1687, APS_in=(0.964V,1.852V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:09.208] Speed=50.0 km/h, RPM=1687, APS_in=(0.989V,1.873V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:09.316] Speed=50.0 km/h, RPM=1687, APS_in=(1.002V,1.887V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:09.431] Speed=50.0 km/h, RPM=1687, APS_in=(1.001V,1.886V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:09.539] Speed=50.0 km/h, RPM=1687, APS_in=(0.983V,1.868V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:09.650] Speed=50.0 km/h, RPM=1687, APS_in=(0.992V,1.877V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:09.762] Speed=50.0 km/h, RPM=1687, APS_in=(0.986V,1.871V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:09.865] Speed=50.0 km/h, RPM=1687, APS_in=(0.996V,1.877V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:09.981] Speed=50.0 km/h, RPM=1687, APS_in=(0.983V,1.877V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:09.981] Speed=50.0 km/h, RPM=1687, APS_in=(0.957V,1.848V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:10.083] Speed=50.0 km/h, RPM=1687, APS_in=(0.955V,1.840V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:10.199] Speed=50.0 km/h, RPM=1687, APS_in=(0.960V,1.848V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:10.300] Speed=50.0 km/h, RPM=1687, APS_in=(0.964V,1.854V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:10.416] Speed=50.0 km/h, RPM=1687, APS_in=(0.964V,1.855V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:10.532] Speed=50.0 km/h, RPM=1687, APS_in=(0.957V,1.848V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:10.632] Speed=50.0 km/h, RPM=1687, APS_in=(0.955V,1.843V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:10.742] Speed=50.0 km/h, RPM=1687, APS_in=(0.958V,1.848V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:10.849] Speed=50.0 km/h, RPM=1687, APS_in=(0.964V,1.851V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:10.961] Speed=50.0 km/h, RPM=1687, APS_in=(0.964V,1.854V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:11.083] Speed=50.0 km/h, RPM=1687, APS_in=(0.960V,1.849V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:36:11.083] Speed=50.0 km/h, RPM=1687, APS_in=(0.957V,1.846V), APS_out=(0.350V,0.959V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
